citizenid,total_property_owned,years_at_current_address,zipcode,address
45889,1,4,79933,"Unit 5642 Box 7712, DPO AE 79933"
17891,1,7,36879,"511 Riley Mews Suite 967, New Mollyland, AL 36879"
59433,8,6,85627,"USNS Holland, FPO AP 85627"
71225,1,5,97145,"762 Michael Track, Johnburgh, RI 97145"
27141,1,7,33512,"3591 Cheryl Port Suite 574, North Justinburgh, MA 33512"
63069,1,5,60601,"09622 Raymond Prairie Apt. 009, Nancymouth, MS 60601"
31656,3,6,24975,"9774 Hayden View, Taylorhaven, KY 24975"
23245,1,8,6887,"99777 Elizabeth Lakes Suite 901, Morrisontown, CA 06887"
38157,1,8,11801,"08965 Ramirez Divide Apt. 957, Johnburgh, MN 11801"
59933,1,6,83885,"21394 Carolyn Station Apt. 340, Carrillostad, SD 83885"
49990,1,10,55637,"786 Ashley Manor, Markfurt, NY 55637"
76058,1,5,77793,"6270 Gloria Locks Suite 158, West Ryan, MT 77793"
37545,1,10,63658,"6526 Katrina Loop, North Paulton, ND 63658"
46034,2,9,92950,"175 Pearson Drive, Jesusshire, WI 92950"
96628,1,7,55251,"148 Donald Lights, Lewismouth, ME 55251"
21919,1,7,90172,"0556 Dean Camp, Matthewton, FL 90172"
42043,10,6,48692,"PSC 6720, Box 0807, APO AA 48692"
37110,3,6,4584,"839 Wilson Views, New Danielle, GA 04584"
37999,1,1,25090,"217 Robertson Crescent Suite 658, Weissside, MA 25090"
36368,1,7,56214,"164 Anthony Rue, Kingside, PA 56214"
66415,1,7,16366,"0012 Taylor Trafficway Apt. 783, Deniseport, LA 16366"
53360,2,4,11784,"11292 Duke Prairie Apt. 425, Port Tanyaview, MO 11784"
49537,1,6,21841,"65884 Ashley Rest Suite 570, New Ellen, FL 21841"
27595,1,8,32070,"4595 Holmes Shores Apt. 746, West Gregoryland, MI 32070"
23525,1,8,82636,"630 Denise Fields, Michaelchester, NM 82636"
56373,1,6,87473,"32080 Jason Lake Apt. 933, North Joseph, WV 87473"
21949,1,7,15650,"12004 Lee Passage, New Kennethhaven, CO 15650"
78923,1,6,91177,"7086 Vincent Islands, New Rebeccabury, NJ 91177"
78191,1,6,19414,"823 Michelle Glen Suite 384, East David, ME 19414"
14080,1,4,50477,"403 James Knoll, Edwardtown, RI 50477"
34221,1,7,59737,"28468 Jason Highway, Smithstad, WA 59737"
75244,6,5,56505,"4510 Eric Place, Bennettburgh, SD 56505"
70781,1,7,12138,"13349 Hughes Fords Apt. 396, Burnsview, TN 12138"
85597,1,10,26755,"654 Tina Highway Suite 017, East Morgan, NV 26755"
71802,1,5,62805,"645 Briggs Causeway Suite 510, Port Douglasville, GA 62805"
46560,1,5,94043,"000 Ronald Forge, Andrewmouth, UT 94043"
73998,1,5,98844,"0045 Lam Mission Suite 525, Walkerside, CT 98844"
41168,1,6,1516,"96021 Samantha Tunnel, Williamsside, RI 01516"
43676,1,9,2950,"70600 Miller Orchard Apt. 667, East Sandrafort, IN 02950"
88358,1,4,29450,"948 Black Squares, East Kennethbury, CO 29450"
35369,1,6,49498,"004 Johnson Drive, Stevensonstad, TN 49498"
78399,1,8,95105,"52317 Rodriguez Spur Suite 586, Jenniferton, FL 95105"
47547,1,7,59343,"Unit 0573 Box 1734, DPO AP 59343"
27005,1,5,93138,"878 David Neck Suite 215, Rebeccamouth, MD 93138"
71864,1,8,11346,"9858 Dalton Union, West Sydney, WA 11346"
35626,2,5,14340,"206 Mary Crest, Williamfort, IL 14340"
50625,1,6,78590,"39956 Kenneth Ford, Jenniferborough, WV 78590"
74319,1,8,8197,"08888 Courtney Knoll, East Randallton, NJ 08197"
23768,1,4,91010,"178 Ortiz Forges Suite 946, Lake Maria, DC 91010"
89925,2,9,65221,"150 Amber Rapids Suite 283, Aliciaville, UT 65221"
65887,1,4,29422,"76709 Brown Green Suite 849, Michelleton, SC 29422"
89326,1,7,42541,"6587 West Mission Suite 409, Rogershaven, TX 42541"
93683,0,3,78974,"74110 Wendy Meadow Suite 468, Williamsberg, OH 78974"
55442,1,5,76874,"454 Rogers Summit, North Brandy, MT 76874"
73940,4,5,42402,"668 Santos Branch Apt. 755, North Karenhaven, OH 42402"
42385,1,7,18793,"34964 Chen Locks, Lake Richard, RI 18793"
25776,1,10,97175,"6029 Stephens Crest, Henrybury, MA 97175"
26407,1,8,96637,"381 Brown Path, South Andrew, CO 96637"
67708,1,6,731,"0255 Megan Island Apt. 082, Sabrinaview, OK 00731"
97979,1,8,34981,"Unit 6971 Box 0960, DPO AE 34981"
15218,1,6,65664,"Unit 9028 Box 5716, DPO AP 65664"
85243,1,7,10793,"058 Frank Shore Suite 674, North Ginamouth, NV 10793"
47875,1,5,84567,"0511 Alexander Flat, Duaneville, CT 84567"
48089,4,5,42145,"264 Christensen Circle, East Jenniferburgh, IA 42145"
15672,2,6,69136,"774 Crystal Drive, Meyerville, WI 69136"
34827,1,10,13110,"0969 Meghan Crossroad Suite 893, Gillbury, TN 13110"
82794,1,9,75917,"0868 Mccormick Trail, North Rebecca, HI 75917"
72733,10,9,38591,"721 Emily Ports Apt. 548, West Grace, MO 38591"
44327,1,5,54728,"88523 Eric Estates Suite 296, Melissamouth, NE 54728"
41523,1,5,93600,"6176 Michael Land, North Michael, CO 93600"
49503,1,6,4984,"44142 Diana Spur, South Emily, AZ 04984"
24448,1,6,38077,"0233 Carrie Heights Suite 332, Penningtonchester, IL 38077"
97057,1,7,43979,"78206 Kimberly Plaza Suite 245, West Robertmouth, OH 43979"
91298,1,8,50583,"4903 Smith Plains, Smithhaven, PA 50583"
33058,1,8,48236,"7290 Gary Ridges, New Bradley, SC 48236"
71369,2,8,63822,"7948 Courtney Vista, Port Courtney, SD 63822"
95859,1,7,75481,"7295 Antonio Radial, Hansenfurt, MT 75481"
53599,2,5,97002,"68045 Jonathan Mountain Suite 456, West Donnaborough, MD 97002"
11257,7,8,78668,"804 Mahoney Estates Suite 358, Lake Raymondfort, WY 78668"
76341,2,8,87061,"43439 Stephanie Station Suite 380, Caseyport, NJ 87061"
24829,1,7,52785,"5434 Ingram Path Suite 375, East Dylan, MA 52785"
55699,1,9,2113,"00103 Brown Corner Apt. 687, North Elizabeth, TN 02113"
48917,1,5,25504,"Unit 1107 Box 4530, DPO AP 25504"
38762,1,4,50487,"268 Jamie Loop, Kevinton, VA 50487"
53810,1,3,12653,"8095 Karen Trafficway Suite 833, Dustinland, MN 12653"
26962,1,6,15004,"8731 Robert Heights Suite 235, South David, KY 15004"
62050,1,5,12575,"USCGC Clayton, FPO AA 12575"
61023,6,7,92810,"148 Christine Creek, Meyerborough, IN 92810"
39538,1,9,3558,"33638 Sylvia Harbor, Sierraburgh, CT 03558"
43918,1,8,35796,"PSC 5898, Box 1221, APO AE 35796"
12518,6,8,97369,"40096 Rocha Light, Edwardsport, AZ 97369"
75208,1,10,52565,"81177 Lisa Rapids Apt. 290, East Joshuaport, WV 52565"
99987,1,10,46054,"573 Mitchell Shoals, New Todd, VA 46054"
26747,2,6,41004,"842 Schaefer Bridge Apt. 708, South Kristinville, LA 41004"
79745,3,6,90683,"594 Sandra Coves Suite 643, East Nichole, OH 90683"
20611,1,9,67035,"523 Ryan Squares, Simpsonhaven, AK 67035"
69062,1,5,8551,"0910 Wright Loaf, North Alex, MA 08551"
67512,1,10,58972,"2827 Short Ports Suite 982, Alexistown, CA 58972"
63923,1,8,80667,"Unit 2269 Box 0388, DPO AP 80667"
64014,1,6,82883,"206 Morales Gateway, Jonesstad, WY 82883"
59006,1,9,60244,"42392 Walter Fords, North Robert, CO 60244"
23375,1,5,97276,"03067 Thomas Rapids, South Casey, NH 97276"
89084,1,8,21406,"6059 Rose Springs Suite 979, Davidfurt, AK 21406"
45002,1,8,48448,"884 Kelsey Locks Apt. 283, North Loganchester, WY 48448"
22830,7,10,45176,"20600 Jordan Prairie, West Tammy, UT 45176"
49985,1,7,66802,"00302 Prince Drive, North Denisehaven, ID 66802"
86355,1,8,48591,"2415 Soto Vista, West Thomas, WV 48591"
88625,1,9,61033,"10962 Berry Land Apt. 384, Johnburgh, MS 61033"
99759,2,8,33244,"84857 Love Camp Apt. 121, Salasport, OH 33244"
11256,1,4,98272,"75885 Howell Ranch Suite 901, South Todd, OR 98272"
39509,1,7,57398,"1304 Daniel Station, Lake Jaredhaven, IA 57398"
87833,2,6,99304,"6201 Taylor Loop, Edwardsland, ID 99304"
83442,3,9,32614,"66327 Lori Station, Christopherfurt, AR 32614"
91487,1,10,59849,"USNS Martin, FPO AP 59849"
72521,0,2,42827,"78591 Aaron Light, Waltersfort, NV 42827"
14028,1,3,8934,"USNV Walsh, FPO AP 08934"
66557,1,7,43693,"16719 Jeremy Pine Suite 961, Stanleyton, MD 43693"
36461,1,6,1519,"1555 Cole Rapids, East Edwardville, AK 01519"
34249,1,8,10927,"10288 Cobb View, Gregorymouth, TX 10927"
53605,1,5,77922,"USS Peterson, FPO AP 77922"
22692,1,4,80326,"9498 Stanton Junctions Apt. 536, South Pamelafort, VA 80326"
54582,5,8,37858,"089 Jean Mountain, Shepardfurt, SC 37858"
41249,1,9,35234,"953 Alexandria Forge, Jenkinsborough, AR 35234"
31685,1,8,17079,"22899 Ward Centers Apt. 706, Parkburgh, AR 17079"
96406,1,4,28257,"054 Walsh Drive Suite 766, South Alexa, VA 28257"
61989,1,4,29735,"5063 Spencer Station, Dillonside, AR 29735"
67179,1,8,85810,"655 Cheryl Viaduct, Lake Brittany, AK 85810"
40640,1,7,81426,"02077 Mcclain Harbor, Lake Melanie, WY 81426"
51676,2,7,45848,"25440 Ana View, South Luis, SC 45848"
55661,1,5,82167,"2794 Jones Estate Apt. 335, Hughesview, MO 82167"
12927,1,5,20772,"4202 Tara Crossroad Apt. 079, Port Sandratown, NV 20772"
70473,1,7,9675,"01101 Marcus Rapid Suite 670, Johnsonborough, AL 09675"
36282,1,5,78627,"USCGC Ellis, FPO AP 78627"
10326,2,6,23935,"689 Anthony Stravenue, Christinabury, ND 23935"
91416,3,5,40778,"32246 Jessica Centers Suite 759, Alexisburgh, AR 40778"
63197,2,5,57922,"Unit 3066 Box 8974, DPO AA 57922"
74245,1,6,7434,"11766 Daniel Crossing, North Brianchester, VA 07434"
25541,1,6,1366,"USNS Shelton, FPO AA 01366"
61110,1,7,85756,"4984 Patricia Street Suite 656, North Alexander, VA 85756"
78699,1,4,99311,"56132 Lewis Estate, Hardychester, NV 99311"
90864,1,5,11202,"604 Andrews Via, Morenohaven, AL 11202"
41398,1,9,37765,"37935 Griffith Creek, Andrewview, LA 37765"
53595,1,6,46405,"738 Cummings Ferry, Johnsonport, CT 46405"
83403,4,10,6236,"667 Potts Hollow Suite 023, Edwardland, SD 06236"
84332,1,9,11388,"28335 Derek Mall Apt. 992, Port Adam, NE 11388"
10365,1,5,80840,"PSC 0911, Box 9103, APO AA 80840"
51473,10,7,37038,"USS Gomez, FPO AP 37038"
32924,1,6,41173,"331 Diana Point Suite 732, Rileyfort, WY 41173"
38416,1,10,86633,"154 Weiss Burg Suite 511, New Christopherfort, DC 86633"
20132,1,6,41223,"0977 Rachel Bypass Suite 586, South Christopherburgh, GA 41223"
80923,4,7,14146,"34902 Perez Ports Apt. 820, East Steven, NH 14146"
56291,1,4,3171,"234 Daniel Center, East Jose, CT 03171"
81228,1,8,20062,"59921 Diana Cape, Taylorshire, TX 20062"
64853,1,6,49668,"1384 Jacob Inlet, Lake Kristinamouth, ID 49668"
57521,2,7,16998,"376 Solomon Walk, Anthonyview, FL 16998"
83417,1,6,63490,"80438 Reyes Islands Apt. 043, Jenkinsside, FL 63490"
97494,1,6,70900,"688 Long Pines Apt. 224, Port William, TN 70900"
79408,1,10,56046,"832 Danny Extension, Stevenfort, MS 56046"
81701,1,10,657,"USCGC Lee, FPO AE 00657"
66978,1,4,41055,"44271 Henry Plaza Suite 408, Matthewmouth, CA 41055"
68242,1,9,10275,"040 Gonzales Courts Suite 751, South Deanna, MO 10275"
58913,1,5,56387,"3475 Moran Well, Brianview, MO 56387"
47894,3,7,36543,"253 Shane Trace, Lanehaven, AK 36543"
84903,4,8,50909,"362 Jordan Course Apt. 670, West Lindamouth, AR 50909"
88451,4,10,28645,"70514 Ryan Island Apt. 585, Garciaton, UT 28645"
12508,10,6,52306,"707 Clayton Gateway, North Paulchester, SD 52306"
13795,10,5,25226,"5942 Douglas Isle Suite 413, West Bradley, ID 25226"
64344,1,10,86771,"419 Green Road, South Ralphhaven, MA 86771"
84107,1,7,38443,"4371 Cassandra Wells, Port Deannamouth, NY 38443"
17513,1,6,99306,"8843 Mckinney Neck, Briannamouth, OR 99306"
82757,1,9,49003,"44351 Roach Bypass, Haysfurt, OK 49003"
61634,1,6,67886,"0557 Brown Causeway Suite 611, West Tiffanychester, TN 67886"
46844,1,9,57997,"6186 Mann Prairie, Julieside, MN 57997"
13723,7,5,46068,"84542 Mark Island, Monicastad, HI 46068"
59722,1,7,44608,"09359 Patrick Ridge, Tammyside, HI 44608"
29848,0,3,9826,"10311 Owens Neck Suite 275, Brianview, VT 09826"
62565,1,7,43220,"391 Allen Course, Carlosside, CA 43220"
48132,3,6,50890,"19197 Curry Village, New Cynthiaside, VT 50890"
19712,1,6,15046,"2282 Roger Overpass Apt. 977, Coffeyview, GA 15046"
28602,1,6,76730,"53855 Emily Meadow, East Brenda, MN 76730"
28360,1,4,86875,"551 Katie Inlet Apt. 330, Williamsstad, NY 86875"
61130,10,9,46552,"USNV Hunt, FPO AP 46552"
93799,1,9,94981,"343 Gonzalez Stream Apt. 020, Joshuaview, IN 94981"
99456,1,6,44699,"453 Zhang Spring Apt. 258, Brianmouth, WA 44699"
75512,1,5,20321,"06302 Ernest Drive, Williamton, OK 20321"
46332,1,9,67133,"4150 Rodriguez Ridge Apt. 472, West Lisa, NY 67133"
26669,1,7,40815,"172 Wesley Junction, Hannahton, TN 40815"
53222,6,7,68172,"4005 Sonya Harbors, Lake Sergio, MI 68172"
94738,1,7,46664,"3716 Christopher Ford Apt. 049, Camposberg, VA 46664"
66266,1,3,21031,"73910 Beck Junction Apt. 227, Andrewchester, MS 21031"
63831,1,6,27156,"912 Williams Burg, West Sarah, ND 27156"
32348,2,8,60389,"9426 Robin Plains, East Tracy, HI 60389"
40598,2,7,507,"392 Melissa Haven, South Erik, OK 00507"
96872,1,7,99427,"930 Rodriguez Cliff Apt. 865, North Rebeccashire, GA 99427"
91042,1,6,78957,"250 Santiago Common Apt. 650, Mckenziechester, TX 78957"
10053,1,8,62617,"18182 George Knolls Suite 962, Kaylabury, CO 62617"
78158,1,6,45956,"689 Tiffany Cliff, Ericafort, ME 45956"
99029,1,7,32891,"45107 Miller Estate Suite 723, Lake Johnburgh, NJ 32891"
53566,2,4,48972,"2694 Hale Knoll, Bethanyborough, AZ 48972"
53186,1,9,79792,"18763 Amber Locks, North Patrickville, NH 79792"
53772,1,7,26911,"1771 Cohen Gateway Suite 013, Port Clayton, KY 26911"
89660,7,5,69794,"495 Robinson Locks, New Donaldbury, CT 69794"
45149,1,4,19624,"457 Watkins Square Suite 009, East Brendamouth, ME 19624"
45360,1,1,54441,"43365 Suzanne Unions Suite 000, Richardmouth, NE 54441"
35329,1,7,2086,"088 Michael Path Apt. 960, Moranburgh, AZ 02086"
21505,1,6,85040,"4201 Brown Track Apt. 836, East Nicole, MI 85040"
81023,1,6,68836,"9927 Joy Roads Apt. 867, Port Christiantown, AK 68836"
78271,1,5,31284,"18166 Jackson Extensions Suite 693, Swansonfurt, MO 31284"
95785,1,10,40962,"3001 Moore Village Suite 933, New Julia, PA 40962"
93143,1,1,61108,"6251 Tiffany Underpass, Guzmanmouth, RI 61108"
65159,1,7,24708,"52290 Carl Freeway Apt. 163, Loriview, OK 24708"
52247,1,5,30883,"245 Cross Drives, Adamsside, MA 30883"
23250,1,7,41801,"02159 Martinez Falls Suite 817, Kelleychester, PA 41801"
27960,1,5,89123,"PSC 0178, Box 5052, APO AA 89123"
16513,1,5,29755,"1402 Lewis Garden Suite 485, Cooperhaven, VA 29755"
31854,4,5,94219,"12703 Jocelyn Lodge Apt. 598, New Julieshire, ID 94219"
59189,4,9,66125,"09543 Heather Prairie Apt. 789, Port Calvintown, MD 66125"
70431,2,6,25400,"2591 Davidson Springs, New Jeremy, MD 25400"
81438,1,8,4564,"8354 Diana Crescent, Jessicaberg, MT 04564"
74500,6,7,73665,"PSC 1155, Box 4304, APO AP 73665"
30481,4,4,49936,"4731 Hunter Plain, East Dustinberg, DE 49936"
76286,1,7,51435,"34264 Adams Mills Apt. 965, Kirkburgh, FL 51435"
55305,1,6,20586,"761 Savage Gardens, Bowmanmouth, NM 20586"
67448,1,6,76937,"101 David Green, Paulfort, OR 76937"
10398,1,8,81048,"892 Lopez Springs, Aaronville, MS 81048"
83192,1,6,93393,"5858 Steven Turnpike, Hickston, OK 93393"
57740,1,9,39361,"9220 Davis Circle Suite 898, Foleyburgh, LA 39361"
91831,1,10,97076,"548 Claudia Skyway, South Michael, NJ 97076"
46082,2,7,44282,"779 Aguilar Shoals, New Samuel, MT 44282"
40848,1,6,99824,"5709 Andrea Stream, Port Dylan, AL 99824"
68607,1,10,94501,"8558 Marshall River, North Nathaniel, CO 94501"
51009,1,4,56376,"USS Morris, FPO AP 56376"
74806,1,4,86821,"87036 Stephen Meadows, Larsenchester, IN 86821"
73149,1,6,48426,"7827 Bruce Inlet Suite 627, Johnsonfurt, WY 48426"
54070,1,5,92240,"75871 Cunningham Mountains, Kington, FL 92240"
50152,1,10,63556,"52066 Christina Park, Taylorborough, OH 63556"
81852,1,7,15305,"40797 Maldonado Rest Suite 488, South Robertfort, VA 15305"
44479,1,7,62203,"USNS Gibson, FPO AP 62203"
52798,1,8,28787,"71596 Steven Alley Suite 291, East Kendra, OH 28787"
10911,2,8,45367,"524 Tracey Island Suite 525, Port Jacobmouth, MS 45367"
10802,1,6,21103,"19004 Daniel Trafficway, South Robert, IN 21103"
95101,1,6,94553,"741 Danielle Drive, South Jason, MA 94553"
64922,1,7,39799,"6547 Collier Branch Apt. 299, South Charles, TX 39799"
63594,1,7,32156,"80065 Mccullough Trail Apt. 185, North Heidifurt, NJ 32156"
91876,1,8,79511,"75769 Douglas Lake, Port Jenna, SD 79511"
68524,1,6,2773,"0281 Laura Curve, Blankenshipburgh, VT 02773"
74156,1,9,32377,"22812 Paul Circles, Thomasport, CA 32377"
23864,1,9,93768,"6390 Wesley Spring Suite 907, West Alexport, ID 93768"
92126,1,7,50493,"37239 Kathleen Dale, Morachester, WA 50493"
97541,1,4,45310,"825 James Track, Lake Angela, MD 45310"
70984,1,5,45160,"34677 Megan Flat Apt. 184, South Leslieland, NY 45160"
61487,4,9,80305,"434 Stephen Gateway Apt. 382, Gabrielleburgh, CT 80305"
59512,1,5,747,"387 Alicia Forest Suite 816, West Kevinside, AZ 00747"
34751,1,5,83527,"4281 Ryan Village Suite 093, West Katherine, KS 83527"
98751,1,10,91312,"47987 Jason Port Suite 855, Lake Tanyafurt, MS 91312"
84578,3,7,39416,"92592 Cox Lock Suite 487, Watsonstad, SC 39416"
12574,1,9,35158,"5766 Chelsey Fort, Lake Gina, AK 35158"
41590,1,4,98482,"4383 Daniel Cliffs, Wallaceview, ID 98482"
98218,1,4,11635,"507 Vargas Club, West Seanview, GA 11635"
35528,9,8,68829,"373 Harry Ferry, Thomasstad, MD 68829"
89912,7,6,11193,"0673 Lopez Mountains Suite 406, Jamesstad, DC 11193"
17912,3,7,9840,"3309 Simpson Alley Suite 065, Lake Victoria, VT 09840"
60853,2,4,88270,"3615 Stephens Ridges, South Jonathanstad, WA 88270"
93275,1,9,22058,"023 Derek Hills, Flynnhaven, IN 22058"
23636,1,7,10549,"104 Samantha Wells Apt. 683, Tinabury, ID 10549"
26624,1,7,76841,"458 Jeremy Roads, Hunterstad, MO 76841"
33319,1,7,79010,"396 Ferguson Street, Thomasmouth, KS 79010"
37451,1,9,31420,"528 Spence Cape, South Crystalland, NE 31420"
99421,1,7,11367,"89489 Jeremy Brook Suite 927, West Robert, VA 11367"
41009,1,5,86781,"07032 Walker Springs Suite 642, Lake Raymond, UT 86781"
29890,1,5,24168,"818 Olson Park Apt. 588, South Kevinfurt, MD 24168"
88100,1,7,27570,"137 Johnson Turnpike Suite 985, Jenningstown, WI 27570"
39868,1,6,20103,"14929 Clark Via, West Jeremyshire, CT 20103"
39618,1,5,49219,"377 Hunter Mill, Stephensville, NH 49219"
42367,1,9,59141,"15114 Cooper Flat, South Jenniferland, MN 59141"
60936,1,7,8811,"2921 Carrie Parkway Suite 515, Jonathanview, IN 08811"
49096,1,8,22553,"8484 Jackson Branch, Port Ricky, MT 22553"
40812,1,5,58492,"90420 Rivera Glens Suite 781, Lake Tyler, CA 58492"
59351,1,3,5749,"7082 Joshua Street Apt. 202, Charlesville, MT 05749"
73490,3,5,65150,"3338 Reed Square Suite 464, Sabrinafurt, ME 65150"
71959,1,9,59371,"3586 Griffin Prairie, Williamsmouth, NY 59371"
99406,1,6,53695,"PSC 0638, Box 5915, APO AP 53695"
71721,1,5,8821,"10721 Glover Route Suite 500, Larryland, MI 08821"
40670,0,2,88257,"95728 Lyons Courts Apt. 771, Joycehaven, NH 88257"
88755,1,8,96348,"78302 Patricia Springs Apt. 733, Nicholasland, IN 96348"
13536,1,3,45417,"246 Mosley Canyon, Kevinview, NH 45417"
88488,6,6,15818,"1826 Nathan Mill Apt. 024, Kennedyville, KS 15818"
58108,1,9,72025,"9137 Harmon Stream Suite 869, Millerside, MT 72025"
42738,1,6,21454,"105 Duarte Tunnel, South Valerietown, VA 21454"
62710,1,10,15932,"47583 Clark Cliff, East Meganside, PA 15932"
17259,1,6,54232,"74032 Joseph Estate, Daniellefort, MA 54232"
43950,1,1,81023,"04302 Carolyn Overpass, Port Sandra, CO 81023"
60567,1,7,77857,"61019 Emily Manors, North Ronaldberg, DE 77857"
82951,1,7,25452,"409 Byrd Knoll Suite 623, New Stephenfort, MA 25452"
16310,1,7,3380,"4964 Amy Viaduct, Ericview, DE 03380"
43571,1,7,45996,"2215 Kenneth Station, South Mistyberg, LA 45996"
29085,1,3,45103,"3619 Carol Forest Suite 115, Deannaton, DC 45103"
40160,1,9,47187,"943 David Mill, Port Gregoryland, RI 47187"
44291,1,10,57046,"354 Smith Via Suite 496, Carlsontown, MS 57046"
69000,3,8,12210,"Unit 1151 Box 2861, DPO AP 12210"
77716,1,3,24520,"0784 Emily Curve, Port Deanna, NE 24520"
20421,5,9,50866,"22877 Zimmerman Squares Apt. 303, West Ray, CO 50866"
73097,6,8,29993,"3327 Gina Motorway, Brownhaven, WI 29993"
61445,1,10,70480,"USS Payne, FPO AA 70480"
34501,1,8,98166,"988 Tammy Row, New Rodneymouth, ID 98166"
92913,1,9,90515,"999 Munoz Falls, Gregoryfurt, ME 90515"
73543,1,6,10127,"620 Kyle Islands, Wrightmouth, OH 10127"
93022,1,8,73915,"4695 Jesse Mountains, East Nicholas, TN 73915"
29922,2,7,95739,"7001 Randall Crossroad Apt. 271, Julieborough, IN 95739"
41837,1,8,90946,"2269 Traci Courts Apt. 255, Lake Waltermouth, NE 90946"
73913,1,5,10572,"49869 Danielle Corner Apt. 874, North Justinshire, SC 10572"
34526,3,9,55017,"2008 Todd Corner Apt. 427, West Brandonhaven, KS 55017"
58537,2,7,94110,"4876 Tina Summit Suite 381, Fordview, OR 94110"
10542,1,7,99647,"9243 Frye Street, New Elizabethstad, IA 99647"
56688,3,10,69581,"2434 Bruce Rapids, South Steven, NV 69581"
89402,1,9,74747,"5235 Rogers Alley Suite 438, Michaelville, ND 74747"
45534,3,7,24085,"922 Williams Spring Apt. 661, Rasmussenmouth, IL 24085"
16466,1,4,52693,"61487 John Extensions Apt. 386, Pughville, AR 52693"
13401,1,10,41108,"8095 Jessica Cove Apt. 078, North Russell, AZ 41108"
57186,1,5,84164,"32151 Ronald Cove Apt. 541, South Isabel, CO 84164"
12621,1,2,62201,"028 Patricia Street, Kaylaside, PA 62201"
29573,1,6,24878,"78581 Buck Drives Apt. 079, Meyerton, PA 24878"
97941,1,4,51580,"0925 Emily Summit, Port Heather, OH 51580"
13170,2,5,95220,"Unit 0485 Box 1572, DPO AE 95220"
28784,3,6,64658,"3015 Mcdonald Island Suite 403, New Kathleenview, SD 64658"
69816,1,6,53380,"871 Gray Circles, North Alan, UT 53380"
60434,1,5,1159,"28732 Cindy Motorway, East Terrihaven, OR 01159"
67972,1,4,5405,"730 Brown Road Apt. 488, East Amy, NE 05405"
76041,6,9,57695,"6166 Johnson Road Apt. 129, East Mary, TN 57695"
43716,1,4,48091,"042 Willis Crest Apt. 348, Gloriatown, AK 48091"
10548,1,7,30288,"343 Garcia Trace, Daviesburgh, KS 30288"
16390,3,6,12818,"426 Clark Cove, Murphybury, WA 12818"
87012,1,10,27783,"470 Adam Vista, Whiteview, NE 27783"
96279,1,6,35384,"94265 Ramirez Mill, Combsstad, IL 35384"
35926,1,7,47053,"861 Jones Shoal Apt. 536, Michelleville, AR 47053"
